user_id,user_handle,email,referred_by_user_id,signup_date_key,country,region,age_band,acquisition_channel,preferred_language,marketing_opt_in
2787,viewer_02787,viewer02787@example.invalid,,20230712,Indonesia,APAC,18-24,Paid Social,Portuguese,0
2788,viewer_02788,viewer02788@example.invalid,,20240219,France,Europe,45+,Search,Spanish,1
2789,viewer_02789,viewer02789@example.invalid,,20241114,Germany,Europe,25-34,Referral,English,1
2790,viewer_02790,viewer02790@example.invalid,,20250117,Brazil,Latin America,13-17,Organic,Japanese,0
2791,viewer_02791,viewer02791@example.invalid,,20230203,United States,North America,35-44,Creator,French,1
2792,viewer_02792,viewer02792@example.invalid,,20230222,Japan,APAC,18-24,Paid Social,German,1
2793,viewer_02793,viewer02793@example.invalid,1669,20250521,Canada,North America,45+,Search,Portuguese,0
2794,viewer_02794,viewer02794@example.invalid,,20230110,Mexico,Latin America,25-34,Referral,Spanish,1
2795,viewer_02795,viewer02795@example.invalid,,20250525,Indonesia,APAC,13-17,Organic,English,1
2796,viewer_02796,viewer02796@example.invalid,,20230613,France,Europe,35-44,Creator,Japanese,0
2797,viewer_02797,viewer02797@example.invalid,,20251022,Germany,Europe,18-24,Paid Social,French,1
2798,viewer_02798,viewer02798@example.invalid,,20251221,Brazil,Latin America,45+,Search,German,1
2799,viewer_02799,viewer02799@example.invalid,,20241010,United States,North America,25-34,Referral,Portuguese,0
2800,viewer_02800,viewer02800@example.invalid,1776,20230525,Japan,APAC,13-17,Organic,Spanish,1
2801,viewer_02801,viewer02801@example.invalid,,20231107,Canada,North America,35-44,Creator,English,1
2802,viewer_02802,viewer02802@example.invalid,,20231115,Mexico,Latin America,18-24,Paid Social,Japanese,0
2803,viewer_02803,viewer02803@example.invalid,,20230709,Indonesia,APAC,45+,Search,French,1
2804,viewer_02804,viewer02804@example.invalid,,20230709,France,Europe,25-34,Referral,German,1
2805,viewer_02805,viewer02805@example.invalid,,20230614,Germany,Europe,13-17,Organic,Portuguese,0
2806,viewer_02806,viewer02806@example.invalid,,20231011,Brazil,Latin America,35-44,Creator,Spanish,1
2807,viewer_02807,viewer02807@example.invalid,1907,20230125,United States,North America,18-24,Paid Social,English,1
2808,viewer_02808,viewer02808@example.invalid,,20240618,Japan,APAC,45+,Search,Japanese,0
2809,viewer_02809,viewer02809@example.invalid,,20251207,Canada,North America,25-34,Referral,French,1
2810,viewer_02810,viewer02810@example.invalid,,20251117,Mexico,Latin America,13-17,Organic,German,1
2811,viewer_02811,viewer02811@example.invalid,,20231120,Indonesia,APAC,35-44,Creator,Portuguese,0
2812,viewer_02812,viewer02812@example.invalid,,20250509,France,Europe,18-24,Paid Social,Spanish,1
2813,viewer_02813,viewer02813@example.invalid,,20230617,Germany,Europe,45+,Search,English,1
2814,viewer_02814,viewer02814@example.invalid,2147,20250604,Brazil,Latin America,25-34,Referral,Japanese,0
2815,viewer_02815,viewer02815@example.invalid,,20231006,United States,North America,13-17,Organic,French,1
2816,viewer_02816,viewer02816@example.invalid,,20240410,Japan,APAC,35-44,Creator,German,1
2817,viewer_02817,viewer02817@example.invalid,,20231203,Canada,North America,18-24,Paid Social,Portuguese,0
2818,viewer_02818,viewer02818@example.invalid,,20230108,Mexico,Latin America,45+,Search,Spanish,1
2819,viewer_02819,viewer02819@example.invalid,,20241102,Indonesia,APAC,25-34,Referral,English,1
2820,viewer_02820,viewer02820@example.invalid,,20251106,France,Europe,13-17,Organic,Japanese,0
2821,viewer_02821,viewer02821@example.invalid,1414,20250615,Germany,Europe,35-44,Creator,French,1
2822,viewer_02822,viewer02822@example.invalid,,20240217,Brazil,Latin America,18-24,Paid Social,German,1
2823,viewer_02823,viewer02823@example.invalid,,20250310,United States,North America,45+,Search,Portuguese,0
2824,viewer_02824,viewer02824@example.invalid,,20241021,Japan,APAC,25-34,Referral,Spanish,1
2825,viewer_02825,viewer02825@example.invalid,,20240115,Canada,North America,13-17,Organic,English,1
2826,viewer_02826,viewer02826@example.invalid,,20240610,Mexico,Latin America,35-44,Creator,Japanese,0
2827,viewer_02827,viewer02827@example.invalid,,20250101,Indonesia,APAC,18-24,Paid Social,French,1
2828,viewer_02828,viewer02828@example.invalid,1366,20250608,France,Europe,45+,Search,German,1
2829,viewer_02829,viewer02829@example.invalid,,20240311,Germany,Europe,25-34,Referral,Portuguese,0
2830,viewer_02830,viewer02830@example.invalid,,20230603,Brazil,Latin America,13-17,Organic,Spanish,1
2831,viewer_02831,viewer02831@example.invalid,,20240929,United States,North America,35-44,Creator,English,1
2832,viewer_02832,viewer02832@example.invalid,,20240311,Japan,APAC,18-24,Paid Social,Japanese,0
2833,viewer_02833,viewer02833@example.invalid,,20250624,Canada,North America,45+,Search,French,1
2834,viewer_02834,viewer02834@example.invalid,,20230122,Mexico,Latin America,25-34,Referral,German,1
2835,viewer_02835,viewer02835@example.invalid,1173,20250811,Indonesia,APAC,13-17,Organic,Portuguese,0
2836,viewer_02836,viewer02836@example.invalid,,20251209,France,Europe,35-44,Creator,Spanish,1
2837,viewer_02837,viewer02837@example.invalid,,20250916,Germany,Europe,18-24,Paid Social,English,1
2838,viewer_02838,viewer02838@example.invalid,,20250206,Brazil,Latin America,45+,Search,Japanese,0
2839,viewer_02839,viewer02839@example.invalid,,20240805,United States,North America,25-34,Referral,French,1
2840,viewer_02840,viewer02840@example.invalid,,20240531,Japan,APAC,13-17,Organic,German,1
2841,viewer_02841,viewer02841@example.invalid,,20231221,Canada,North America,35-44,Creator,Portuguese,0
2842,viewer_02842,viewer02842@example.invalid,1076,20241212,Mexico,Latin America,18-24,Paid Social,Spanish,1
2843,viewer_02843,viewer02843@example.invalid,,20230513,Indonesia,APAC,45+,Search,English,1
2844,viewer_02844,viewer02844@example.invalid,,20240913,France,Europe,25-34,Referral,Japanese,0
2845,viewer_02845,viewer02845@example.invalid,,20240329,Germany,Europe,13-17,Organic,French,1
2846,viewer_02846,viewer02846@example.invalid,,20240902,Brazil,Latin America,35-44,Creator,German,1
2847,viewer_02847,viewer02847@example.invalid,,20230407,United States,North America,18-24,Paid Social,Portuguese,0
2848,viewer_02848,viewer02848@example.invalid,,20230902,Japan,APAC,45+,Search,Spanish,1
2849,viewer_02849,viewer02849@example.invalid,851,20231220,Canada,North America,25-34,Referral,English,1
2850,viewer_02850,viewer02850@example.invalid,,20240228,Mexico,Latin America,13-17,Organic,Japanese,0
2851,viewer_02851,viewer02851@example.invalid,,20231217,Indonesia,APAC,35-44,Creator,French,1
2852,viewer_02852,viewer02852@example.invalid,,20240926,France,Europe,18-24,Paid Social,German,1
2853,viewer_02853,viewer02853@example.invalid,,20231218,Germany,Europe,45+,Search,Portuguese,0
2854,viewer_02854,viewer02854@example.invalid,,20231024,Brazil,Latin America,25-34,Referral,Spanish,1
2855,viewer_02855,viewer02855@example.invalid,,20250823,United States,North America,13-17,Organic,English,1
2856,viewer_02856,viewer02856@example.invalid,2166,20230429,Japan,APAC,35-44,Creator,Japanese,0
2857,viewer_02857,viewer02857@example.invalid,,20230723,Canada,North America,18-24,Paid Social,French,1
2858,viewer_02858,viewer02858@example.invalid,,20241023,Mexico,Latin America,45+,Search,German,1
2859,viewer_02859,viewer02859@example.invalid,,20241119,Indonesia,APAC,25-34,Referral,Portuguese,0
2860,viewer_02860,viewer02860@example.invalid,,20251014,France,Europe,13-17,Organic,Spanish,1
2861,viewer_02861,viewer02861@example.invalid,,20231026,Germany,Europe,35-44,Creator,English,1
2862,viewer_02862,viewer02862@example.invalid,,20240601,Brazil,Latin America,18-24,Paid Social,Japanese,0
2863,viewer_02863,viewer02863@example.invalid,2270,20250422,United States,North America,45+,Search,French,1
2864,viewer_02864,viewer02864@example.invalid,,20230419,Japan,APAC,25-34,Referral,German,1
2865,viewer_02865,viewer02865@example.invalid,,20240104,Canada,North America,13-17,Organic,Portuguese,0
2866,viewer_02866,viewer02866@example.invalid,,20241112,Mexico,Latin America,35-44,Creator,Spanish,1
2867,viewer_02867,viewer02867@example.invalid,,20251018,Indonesia,APAC,18-24,Paid Social,English,1
2868,viewer_02868,viewer02868@example.invalid,,20241212,France,Europe,45+,Search,Japanese,0
2869,viewer_02869,viewer02869@example.invalid,,20251203,Germany,Europe,25-34,Referral,French,1
2870,viewer_02870,viewer02870@example.invalid,514,20240514,Brazil,Latin America,13-17,Organic,German,1
2871,viewer_02871,viewer02871@example.invalid,,20240725,United States,North America,35-44,Creator,Portuguese,0
2872,viewer_02872,viewer02872@example.invalid,,20250918,Japan,APAC,18-24,Paid Social,Spanish,1
2873,viewer_02873,viewer02873@example.invalid,,20241224,Canada,North America,45+,Search,English,1
2874,viewer_02874,viewer02874@example.invalid,,20241211,Mexico,Latin America,25-34,Referral,Japanese,0
2875,viewer_02875,viewer02875@example.invalid,,20231013,Indonesia,APAC,13-17,Organic,French,1
2876,viewer_02876,viewer02876@example.invalid,,20240921,France,Europe,35-44,Creator,German,1
2877,viewer_02877,viewer02877@example.invalid,1931,20230520,Germany,Europe,18-24,Paid Social,Portuguese,0
2878,viewer_02878,viewer02878@example.invalid,,20251028,Brazil,Latin America,45+,Search,Spanish,1
2879,viewer_02879,viewer02879@example.invalid,,20240618,United States,North America,25-34,Referral,English,1
2880,viewer_02880,viewer02880@example.invalid,,20230503,Japan,APAC,13-17,Organic,Japanese,0
2881,viewer_02881,viewer02881@example.invalid,,20241031,Canada,North America,35-44,Creator,French,1
2882,viewer_02882,viewer02882@example.invalid,,20230929,Mexico,Latin America,18-24,Paid Social,German,1
2883,viewer_02883,viewer02883@example.invalid,,20250619,Indonesia,APAC,45+,Search,Portuguese,0
2884,viewer_02884,viewer02884@example.invalid,248,20250127,France,Europe,25-34,Referral,Spanish,1
2885,viewer_02885,viewer02885@example.invalid,,20250111,Germany,Europe,13-17,Organic,English,1
2886,viewer_02886,viewer02886@example.invalid,,20231116,Brazil,Latin America,35-44,Creator,Japanese,0
2887,viewer_02887,viewer02887@example.invalid,,20241028,United States,North America,18-24,Paid Social,French,1
2888,viewer_02888,viewer02888@example.invalid,,20251003,Japan,APAC,45+,Search,German,1
2889,viewer_02889,viewer02889@example.invalid,,20241210,Canada,North America,25-34,Referral,Portuguese,0
2890,viewer_02890,viewer02890@example.invalid,,20250207,Mexico,Latin America,13-17,Organic,Spanish,1
2891,viewer_02891,viewer02891@example.invalid,1286,20250306,Indonesia,APAC,35-44,Creator,English,1
2892,viewer_02892,viewer02892@example.invalid,,20230818,France,Europe,18-24,Paid Social,Japanese,0
2893,viewer_02893,viewer02893@example.invalid,,20251025,Germany,Europe,45+,Search,French,1
2894,viewer_02894,viewer02894@example.invalid,,20230813,Brazil,Latin America,25-34,Referral,German,1
2895,viewer_02895,viewer02895@example.invalid,,20250901,United States,North America,13-17,Organic,Portuguese,0
2896,viewer_02896,viewer02896@example.invalid,,20230310,Japan,APAC,35-44,Creator,Spanish,1
2897,viewer_02897,viewer02897@example.invalid,,20240618,Canada,North America,18-24,Paid Social,English,1
2898,viewer_02898,viewer02898@example.invalid,288,20240117,Mexico,Latin America,45+,Search,Japanese,0
2899,viewer_02899,viewer02899@example.invalid,,20250509,Indonesia,APAC,25-34,Referral,French,1
2900,viewer_02900,viewer02900@example.invalid,,20230824,France,Europe,13-17,Organic,German,1
2901,viewer_02901,viewer02901@example.invalid,,20250604,Germany,Europe,35-44,Creator,Portuguese,0
2902,viewer_02902,viewer02902@example.invalid,,20230114,Brazil,Latin America,18-24,Paid Social,Spanish,1
2903,viewer_02903,viewer02903@example.invalid,,20230908,United States,North America,45+,Search,English,1
2904,viewer_02904,viewer02904@example.invalid,,20241018,Japan,APAC,25-34,Referral,Japanese,0
2905,viewer_02905,viewer02905@example.invalid,2828,20231015,Canada,North America,13-17,Organic,French,1
2906,viewer_02906,viewer02906@example.invalid,,20240315,Mexico,Latin America,35-44,Creator,German,1
2907,viewer_02907,viewer02907@example.invalid,,20251129,Indonesia,APAC,18-24,Paid Social,Portuguese,0
2908,viewer_02908,viewer02908@example.invalid,,20250618,France,Europe,45+,Search,Spanish,1
2909,viewer_02909,viewer02909@example.invalid,,20231127,Germany,Europe,25-34,Referral,English,1
2910,viewer_02910,viewer02910@example.invalid,,20230729,Brazil,Latin America,13-17,Organic,Japanese,0
2911,viewer_02911,viewer02911@example.invalid,,20250830,United States,North America,35-44,Creator,French,1
2912,viewer_02912,viewer02912@example.invalid,2214,20240302,Japan,APAC,18-24,Paid Social,German,1
2913,viewer_02913,viewer02913@example.invalid,,20230625,Canada,North America,45+,Search,Portuguese,0
2914,viewer_02914,viewer02914@example.invalid,,20240213,Mexico,Latin America,25-34,Referral,Spanish,1
2915,viewer_02915,viewer02915@example.invalid,,20250926,Indonesia,APAC,13-17,Organic,English,1
2916,viewer_02916,viewer02916@example.invalid,,20251120,France,Europe,35-44,Creator,Japanese,0
2917,viewer_02917,viewer02917@example.invalid,,20230930,Germany,Europe,18-24,Paid Social,French,1
2918,viewer_02918,viewer02918@example.invalid,,20240119,Brazil,Latin America,45+,Search,German,1
2919,viewer_02919,viewer02919@example.invalid,1009,20240605,United States,North America,25-34,Referral,Portuguese,0
2920,viewer_02920,viewer02920@example.invalid,,20230917,Japan,APAC,13-17,Organic,Spanish,1
2921,viewer_02921,viewer02921@example.invalid,,20231007,Canada,North America,35-44,Creator,English,1
2922,viewer_02922,viewer02922@example.invalid,,20240722,Mexico,Latin America,18-24,Paid Social,Japanese,0
2923,viewer_02923,viewer02923@example.invalid,,20240209,Indonesia,APAC,45+,Search,French,1
2924,viewer_02924,viewer02924@example.invalid,,20230228,France,Europe,25-34,Referral,German,1
2925,viewer_02925,viewer02925@example.invalid,,20240618,Germany,Europe,13-17,Organic,Portuguese,0
2926,viewer_02926,viewer02926@example.invalid,2904,20250904,Brazil,Latin America,35-44,Creator,Spanish,1
2927,viewer_02927,viewer02927@example.invalid,,20241106,United States,North America,18-24,Paid Social,English,1
2928,viewer_02928,viewer02928@example.invalid,,20240211,Japan,APAC,45+,Search,Japanese,0
2929,viewer_02929,viewer02929@example.invalid,,20251123,Canada,North America,25-34,Referral,French,1
2930,viewer_02930,viewer02930@example.invalid,,20231223,Mexico,Latin America,13-17,Organic,German,1
2931,viewer_02931,viewer02931@example.invalid,,20250209,Indonesia,APAC,35-44,Creator,Portuguese,0
2932,viewer_02932,viewer02932@example.invalid,,20240705,France,Europe,18-24,Paid Social,Spanish,1
2933,viewer_02933,viewer02933@example.invalid,2060,20230422,Germany,Europe,45+,Search,English,1
2934,viewer_02934,viewer02934@example.invalid,,20230824,Brazil,Latin America,25-34,Referral,Japanese,0
2935,viewer_02935,viewer02935@example.invalid,,20251019,United States,North America,13-17,Organic,French,1
2936,viewer_02936,viewer02936@example.invalid,,20230511,Japan,APAC,35-44,Creator,German,1
2937,viewer_02937,viewer02937@example.invalid,,20240214,Canada,North America,18-24,Paid Social,Portuguese,0
2938,viewer_02938,viewer02938@example.invalid,,20251118,Mexico,Latin America,45+,Search,Spanish,1
2939,viewer_02939,viewer02939@example.invalid,,20250113,Indonesia,APAC,25-34,Referral,English,1
2940,viewer_02940,viewer02940@example.invalid,2348,20230528,France,Europe,13-17,Organic,Japanese,0
2941,viewer_02941,viewer02941@example.invalid,,20240524,Germany,Europe,35-44,Creator,French,1
2942,viewer_02942,viewer02942@example.invalid,,20251221,Brazil,Latin America,18-24,Paid Social,German,1
2943,viewer_02943,viewer02943@example.invalid,,20231208,United States,North America,45+,Search,Portuguese,0
2944,viewer_02944,viewer02944@example.invalid,,20240824,Japan,APAC,25-34,Referral,Spanish,1
2945,viewer_02945,viewer02945@example.invalid,,20251015,Canada,North America,13-17,Organic,English,1
2946,viewer_02946,viewer02946@example.invalid,,20230512,Mexico,Latin America,35-44,Creator,Japanese,0
2947,viewer_02947,viewer02947@example.invalid,1285,20240723,Indonesia,APAC,18-24,Paid Social,French,1
2948,viewer_02948,viewer02948@example.invalid,,20250901,France,Europe,45+,Search,German,1
2949,viewer_02949,viewer02949@example.invalid,,20250807,Germany,Europe,25-34,Referral,Portuguese,0
2950,viewer_02950,viewer02950@example.invalid,,20230819,Brazil,Latin America,13-17,Organic,Spanish,1
2951,viewer_02951,viewer02951@example.invalid,,20240819,United States,North America,35-44,Creator,English,1
2952,viewer_02952,viewer02952@example.invalid,,20250131,Japan,APAC,18-24,Paid Social,Japanese,0
2953,viewer_02953,viewer02953@example.invalid,,20250501,Canada,North America,45+,Search,French,1
2954,viewer_02954,viewer02954@example.invalid,46,20240726,Mexico,Latin America,25-34,Referral,German,1
2955,viewer_02955,viewer02955@example.invalid,,20250723,Indonesia,APAC,13-17,Organic,Portuguese,0
2956,viewer_02956,viewer02956@example.invalid,,20230831,France,Europe,35-44,Creator,Spanish,1
2957,viewer_02957,viewer02957@example.invalid,,20240121,Germany,Europe,18-24,Paid Social,English,1
2958,viewer_02958,viewer02958@example.invalid,,20230905,Brazil,Latin America,45+,Search,Japanese,0
2959,viewer_02959,viewer02959@example.invalid,,20250323,United States,North America,25-34,Referral,French,1
2960,viewer_02960,viewer02960@example.invalid,,20251011,Japan,APAC,13-17,Organic,German,1
2961,viewer_02961,viewer02961@example.invalid,545,20230621,Canada,North America,35-44,Creator,Portuguese,0
2962,viewer_02962,viewer02962@example.invalid,,20250129,Mexico,Latin America,18-24,Paid Social,Spanish,1
2963,viewer_02963,viewer02963@example.invalid,,20231207,Indonesia,APAC,45+,Search,English,1
2964,viewer_02964,viewer02964@example.invalid,,20250420,France,Europe,25-34,Referral,Japanese,0
2965,viewer_02965,viewer02965@example.invalid,,20230716,Germany,Europe,13-17,Organic,French,1
2966,viewer_02966,viewer02966@example.invalid,,20250124,Brazil,Latin America,35-44,Creator,German,1
2967,viewer_02967,viewer02967@example.invalid,,20241030,United States,North America,18-24,Paid Social,Portuguese,0
2968,viewer_02968,viewer02968@example.invalid,2388,20240527,Japan,APAC,45+,Search,Spanish,1
2969,viewer_02969,viewer02969@example.invalid,,20230820,Canada,North America,25-34,Referral,English,1
2970,viewer_02970,viewer02970@example.invalid,,20250902,Mexico,Latin America,13-17,Organic,Japanese,0
2971,viewer_02971,viewer02971@example.invalid,,20250127,Indonesia,APAC,35-44,Creator,French,1
2972,viewer_02972,viewer02972@example.invalid,,20250921,France,Europe,18-24,Paid Social,German,1
2973,viewer_02973,viewer02973@example.invalid,,20230905,Germany,Europe,45+,Search,Portuguese,0
2974,viewer_02974,viewer02974@example.invalid,,20250519,Brazil,Latin America,25-34,Referral,Spanish,1
2975,viewer_02975,viewer02975@example.invalid,76,20231107,United States,North America,13-17,Organic,English,1
2976,viewer_02976,viewer02976@example.invalid,,20240604,Japan,APAC,35-44,Creator,Japanese,0
2977,viewer_02977,viewer02977@example.invalid,,20250715,Canada,North America,18-24,Paid Social,French,1
2978,viewer_02978,viewer02978@example.invalid,,20250612,Mexico,Latin America,45+,Search,German,1
2979,viewer_02979,viewer02979@example.invalid,,20240704,Indonesia,APAC,25-34,Referral,Portuguese,0
2980,viewer_02980,viewer02980@example.invalid,,20240904,France,Europe,13-17,Organic,Spanish,1
2981,viewer_02981,viewer02981@example.invalid,,20241013,Germany,Europe,35-44,Creator,English,1
2982,viewer_02982,viewer02982@example.invalid,2043,20250507,Brazil,Latin America,18-24,Paid Social,Japanese,0
2983,viewer_02983,viewer02983@example.invalid,,20240514,United States,North America,45+,Search,French,1
2984,viewer_02984,viewer02984@example.invalid,,20251107,Japan,APAC,25-34,Referral,German,1
2985,viewer_02985,viewer02985@example.invalid,,20241109,Canada,North America,13-17,Organic,Portuguese,0
2986,viewer_02986,viewer02986@example.invalid,,20251026,Mexico,Latin America,35-44,Creator,Spanish,1
2987,viewer_02987,viewer02987@example.invalid,,20230702,Indonesia,APAC,18-24,Paid Social,English,1
2988,viewer_02988,viewer02988@example.invalid,,20241005,France,Europe,45+,Search,Japanese,0
2989,viewer_02989,viewer02989@example.invalid,265,20231109,Germany,Europe,25-34,Referral,French,1
2990,viewer_02990,viewer02990@example.invalid,,20230628,Brazil,Latin America,13-17,Organic,German,1
2991,viewer_02991,viewer02991@example.invalid,,20231113,United States,North America,35-44,Creator,Portuguese,0
2992,viewer_02992,viewer02992@example.invalid,,20251220,Japan,APAC,18-24,Paid Social,Spanish,1
2993,viewer_02993,viewer02993@example.invalid,,20240105,Canada,North America,45+,Search,English,1
2994,viewer_02994,viewer02994@example.invalid,,20241228,Mexico,Latin America,25-34,Referral,Japanese,0
2995,viewer_02995,viewer02995@example.invalid,,20230606,Indonesia,APAC,13-17,Organic,French,1
2996,viewer_02996,viewer02996@example.invalid,315,20240726,France,Europe,35-44,Creator,German,1
2997,viewer_02997,viewer02997@example.invalid,,20250102,Germany,Europe,18-24,Paid Social,Portuguese,0
2998,viewer_02998,viewer02998@example.invalid,,20241229,Brazil,Latin America,45+,Search,Spanish,1
2999,viewer_02999,viewer02999@example.invalid,,20230822,United States,North America,25-34,Referral,English,1
3000,viewer_03000,viewer03000@example.invalid,,20240605,Japan,APAC,13-17,Organic,Japanese,0
3001,viewer_03001,viewer03001@example.invalid,,20231106,Canada,North America,35-44,Creator,French,1
3002,viewer_03002,viewer03002@example.invalid,,20230731,Mexico,Latin America,18-24,Paid Social,German,1
3003,viewer_03003,viewer03003@example.invalid,1639,20230903,Indonesia,APAC,45+,Search,Portuguese,0
3004,viewer_03004,viewer03004@example.invalid,,20240313,France,Europe,25-34,Referral,Spanish,1
3005,viewer_03005,viewer03005@example.invalid,,20231014,Germany,Europe,13-17,Organic,English,1
3006,viewer_03006,viewer03006@example.invalid,,20250409,Brazil,Latin America,35-44,Creator,Japanese,0
3007,viewer_03007,viewer03007@example.invalid,,20240618,United States,North America,18-24,Paid Social,French,1
3008,viewer_03008,viewer03008@example.invalid,,20230222,Japan,APAC,45+,Search,German,1
3009,viewer_03009,viewer03009@example.invalid,,20240210,Canada,North America,25-34,Referral,Portuguese,0
3010,viewer_03010,viewer03010@example.invalid,1054,20250804,Mexico,Latin America,13-17,Organic,Spanish,1
3011,viewer_03011,viewer03011@example.invalid,,20250309,Indonesia,APAC,35-44,Creator,English,1
3012,viewer_03012,viewer03012@example.invalid,,20241106,France,Europe,18-24,Paid Social,Japanese,0
3013,viewer_03013,viewer03013@example.invalid,,20250710,Germany,Europe,45+,Search,French,1
3014,viewer_03014,viewer03014@example.invalid,,20240126,Brazil,Latin America,25-34,Referral,German,1
3015,viewer_03015,viewer03015@example.invalid,,20230510,United States,North America,13-17,Organic,Portuguese,0
3016,viewer_03016,viewer03016@example.invalid,,20251101,Japan,APAC,35-44,Creator,Spanish,1
3017,viewer_03017,viewer03017@example.invalid,1971,20250225,Canada,North America,18-24,Paid Social,English,1
3018,viewer_03018,viewer03018@example.invalid,,20241207,Mexico,Latin America,45+,Search,Japanese,0
3019,viewer_03019,viewer03019@example.invalid,,20230211,Indonesia,APAC,25-34,Referral,French,1
3020,viewer_03020,viewer03020@example.invalid,,20230730,France,Europe,13-17,Organic,German,1
3021,viewer_03021,viewer03021@example.invalid,,20240510,Germany,Europe,35-44,Creator,Portuguese,0
3022,viewer_03022,viewer03022@example.invalid,,20240301,Brazil,Latin America,18-24,Paid Social,Spanish,1
3023,viewer_03023,viewer03023@example.invalid,,20250809,United States,North America,45+,Search,English,1
3024,viewer_03024,viewer03024@example.invalid,1577,20250628,Japan,APAC,25-34,Referral,Japanese,0
3025,viewer_03025,viewer03025@example.invalid,,20231205,Canada,North America,13-17,Organic,French,1
3026,viewer_03026,viewer03026@example.invalid,,20250506,Mexico,Latin America,35-44,Creator,German,1
3027,viewer_03027,viewer03027@example.invalid,,20241211,Indonesia,APAC,18-24,Paid Social,Portuguese,0
3028,viewer_03028,viewer03028@example.invalid,,20240526,France,Europe,45+,Search,Spanish,1
3029,viewer_03029,viewer03029@example.invalid,,20230411,Germany,Europe,25-34,Referral,English,1
3030,viewer_03030,viewer03030@example.invalid,,20240123,Brazil,Latin America,13-17,Organic,Japanese,0
3031,viewer_03031,viewer03031@example.invalid,403,20230115,United States,North America,35-44,Creator,French,1
3032,viewer_03032,viewer03032@example.invalid,,20230121,Japan,APAC,18-24,Paid Social,German,1
3033,viewer_03033,viewer03033@example.invalid,,20231116,Canada,North America,45+,Search,Portuguese,0
3034,viewer_03034,viewer03034@example.invalid,,20240306,Mexico,Latin America,25-34,Referral,Spanish,1
3035,viewer_03035,viewer03035@example.invalid,,20241025,Indonesia,APAC,13-17,Organic,English,1
3036,viewer_03036,viewer03036@example.invalid,,20240127,France,Europe,35-44,Creator,Japanese,0
3037,viewer_03037,viewer03037@example.invalid,,20240618,Germany,Europe,18-24,Paid Social,French,1
3038,viewer_03038,viewer03038@example.invalid,234,20240704,Brazil,Latin America,45+,Search,German,1
3039,viewer_03039,viewer03039@example.invalid,,20230816,United States,North America,25-34,Referral,Portuguese,0
3040,viewer_03040,viewer03040@example.invalid,,20230609,Japan,APAC,13-17,Organic,Spanish,1
3041,viewer_03041,viewer03041@example.invalid,,20241025,Canada,North America,35-44,Creator,English,1
3042,viewer_03042,viewer03042@example.invalid,,20230109,Mexico,Latin America,18-24,Paid Social,Japanese,0
3043,viewer_03043,viewer03043@example.invalid,,20241106,Indonesia,APAC,45+,Search,French,1
3044,viewer_03044,viewer03044@example.invalid,,20240902,France,Europe,25-34,Referral,German,1
3045,viewer_03045,viewer03045@example.invalid,1398,20241002,Germany,Europe,13-17,Organic,Portuguese,0
3046,viewer_03046,viewer03046@example.invalid,,20250830,Brazil,Latin America,35-44,Creator,Spanish,1
3047,viewer_03047,viewer03047@example.invalid,,20240503,United States,North America,18-24,Paid Social,English,1
3048,viewer_03048,viewer03048@example.invalid,,20250628,Japan,APAC,45+,Search,Japanese,0
3049,viewer_03049,viewer03049@example.invalid,,20230328,Canada,North America,25-34,Referral,French,1
3050,viewer_03050,viewer03050@example.invalid,,20231212,Mexico,Latin America,13-17,Organic,German,1
3051,viewer_03051,viewer03051@example.invalid,,20251205,Indonesia,APAC,35-44,Creator,Portuguese,0
3052,viewer_03052,viewer03052@example.invalid,2518,20251122,France,Europe,18-24,Paid Social,Spanish,1
3053,viewer_03053,viewer03053@example.invalid,,20240723,Germany,Europe,45+,Search,English,1
3054,viewer_03054,viewer03054@example.invalid,,20240927,Brazil,Latin America,25-34,Referral,Japanese,0
3055,viewer_03055,viewer03055@example.invalid,,20230419,United States,North America,13-17,Organic,French,1
3056,viewer_03056,viewer03056@example.invalid,,20240226,Japan,APAC,35-44,Creator,German,1
3057,viewer_03057,viewer03057@example.invalid,,20230628,Canada,North America,18-24,Paid Social,Portuguese,0
3058,viewer_03058,viewer03058@example.invalid,,20231224,Mexico,Latin America,45+,Search,Spanish,1
3059,viewer_03059,viewer03059@example.invalid,62,20250807,Indonesia,APAC,25-34,Referral,English,1
3060,viewer_03060,viewer03060@example.invalid,,20250303,France,Europe,13-17,Organic,Japanese,0
3061,viewer_03061,viewer03061@example.invalid,,20230521,Germany,Europe,35-44,Creator,French,1
3062,viewer_03062,viewer03062@example.invalid,,20240422,Brazil,Latin America,18-24,Paid Social,German,1
3063,viewer_03063,viewer03063@example.invalid,,20231023,United States,North America,45+,Search,Portuguese,0
3064,viewer_03064,viewer03064@example.invalid,,20240620,Japan,APAC,25-34,Referral,Spanish,1
3065,viewer_03065,viewer03065@example.invalid,,20231023,Canada,North America,13-17,Organic,English,1
3066,viewer_03066,viewer03066@example.invalid,2391,20240918,Mexico,Latin America,35-44,Creator,Japanese,0
3067,viewer_03067,viewer03067@example.invalid,,20230225,Indonesia,APAC,18-24,Paid Social,French,1
3068,viewer_03068,viewer03068@example.invalid,,20240308,France,Europe,45+,Search,German,1
3069,viewer_03069,viewer03069@example.invalid,,20240811,Germany,Europe,25-34,Referral,Portuguese,0
3070,viewer_03070,viewer03070@example.invalid,,20230331,Brazil,Latin America,13-17,Organic,Spanish,1
